"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","org.broadinstitute.hellbender.utils.report","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\report\GATKReportTable.java","3","407","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","org.broadinstitute.hellbender.utils.report","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\report\GATKReportTable.java","3","414","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.broadinstitute.hellbender.utils.report","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\report\GATKReportVersion.java","4","62","Unnecessary qualifier 'GATKReportVersion': 'V0_1' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"2","org.broadinstitute.hellbender.utils.report","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\report\GATKReportVersion.java","4","65","Unnecessary qualifier 'GATKReportVersion': 'V0_2' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"3","org.broadinstitute.hellbender.utils.report","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\report\GATKReportVersion.java","4","68","Unnecessary qualifier 'GATKReportVersion': 'V1_0' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"4","org.broadinstitute.hellbender.utils.report","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\report\GATKReportVersion.java","4","71","Unnecessary qualifier 'GATKReportVersion': 'V1_1' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.utils.runtime","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\runtime\ProcessController.java","4","63","Unnecessary qualifier 'ProcessController': 'getThreadLocal' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.utils.runtime","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\runtime\ScriptExecutor.java","4","20","Unnecessary qualifier 'org.broadinstitute.hellbender.utils.runtime': 'ScriptExecutor' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.utils.variant","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\variant\GATKVariantContextUtils.java","4","54","Unnecessary qualifier 'GATKVariantContextUtils': 'SUM_GL_THRESH_NOCALL' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"2","org.broadinstitute.hellbender.utils.variant","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\variant\GATKVariantContextUtils.java","4","172","Unnecessary qualifier 'GATKVariantContextUtils': 'createAlleleMapping' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"3","org.broadinstitute.hellbender.utils.variant","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\variant\GATKVariantContextUtils.java","4","175","Unnecessary qualifier 'GATKVariantContextUtils': 'createAlleleMapping' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"4","org.broadinstitute.hellbender.utils.variant","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\variant\GATKVariantContextUtils.java","4","347","Unnecessary qualifier 'GATKVariantContextUtils': 'SUM_GL_THRESH_NOCALL' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"5","org.broadinstitute.hellbender.utils.variant","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\variant\GATKVariantContextUtils.java","4","1783","Unnecessary qualifier 'GATKVariantContextUtils': 'noCallAlleles' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"6","org.broadinstitute.hellbender.utils.variant","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\variant\GATKVariantContextUtils.java","4","2108","Unnecessary qualifier 'GATKVariantContextUtils': 'trimAlleles' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"7","org.broadinstitute.hellbender.utils.variant","C:\User\abhi\MetricsCK\gatk\gatk\src\main\java\org\broadinstitute\hellbender\utils\variant\GATKVariantContextUtils.java","4","2115","Unnecessary qualifier 'GATKVariantContextUtils': 'trimAlleles' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.testutils","C:\User\abhi\MetricsCK\gatk\gatk\src\testUtils\java\org\broadinstitute\hellbender\testutils\ArgumentsBuilder.java","4","59","Unnecessary qualifier 'ArgumentsBuilder': 'create' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.testutils","C:\User\abhi\MetricsCK\gatk\gatk\src\testUtils\java\org\broadinstitute\hellbender\testutils\BaseTest.java","3","38","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","org.broadinstitute.hellbender.testutils","C:\User\abhi\MetricsCK\gatk\gatk\src\testUtils\java\org\broadinstitute\hellbender\testutils\ReadClipperTestUtils.java","3","126","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.broadinstitute.hellbender","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\BwaMemIntegrationTest.java","3","59","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","org.broadinstitute.hellbender","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\BwaMemIntegrationTest.java","3","60","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"3","org.broadinstitute.hellbender","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\BwaMemIntegrationTest.java","3","61","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.broadinstitute.hellbender.engine","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\engine\GatkToolIntegrationTest.java","4","49","Unnecessary qualifier 'java.lang': 'IllegalArgumentException' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.engine","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\engine\ReferenceMemorySourceTest.java","4","70","Unnecessary qualifier 'java.lang': 'IllegalArgumentException' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"2","org.broadinstitute.hellbender.engine","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\engine\ReferenceMemorySourceTest.java","4","76","Unnecessary qualifier 'java.lang': 'IllegalArgumentException' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.engine.spark","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\engine\spark\SparkSharderUnitTest.java","3","367","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","org.broadinstitute.hellbender.engine.spark","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\engine\spark\SparkSharderUnitTest.java","3","377","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.broadinstitute.hellbender.testutils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\testutils\ArtificialAnnotationUtils.java","4","165","Unnecessary qualifier 'ArtificialAnnotationUtils': 'makeLikelihoods' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.testutils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\testutils\FuncotatorReferenceTestUtils.java","4","47","Unnecessary qualifier 'FuncotatorReferenceTestUtils': 'extractFastaTarGzToTemp' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.testutils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\testutils\VariantContextTestUtilsUnitTest.java","4","194","Unnecessary qualifier 'VariantContextTestUtilsUnitTest': 'G' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"2","org.broadinstitute.hellbender.testutils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\testutils\VariantContextTestUtilsUnitTest.java","4","196","Unnecessary qualifier 'VariantContextTestUtilsUnitTest': 'G' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"3","org.broadinstitute.hellbender.testutils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\testutils\VariantContextTestUtilsUnitTest.java","4","204","Unnecessary qualifier 'VariantContextTestUtilsUnitTest': 'G' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"4","org.broadinstitute.hellbender.testutils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\testutils\VariantContextTestUtilsUnitTest.java","4","206","Unnecessary qualifier 'VariantContextTestUtilsUnitTest': 'G' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"5","org.broadinstitute.hellbender.testutils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\testutils\VariantContextTestUtilsUnitTest.java","4","208","Unnecessary qualifier 'VariantContextTestUtilsUnitTest': 'G' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.tools","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\BwaMemIndexImageCreatorIntegrationTest.java","3","37","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.broadinstitute.hellbender.tools.copynumber.formats.collections","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\copynumber\formats\collections\AnnotatedIntervalCollectionUnitTest.java","4","67","Unnecessary qualifier 'AnnotatedIntervalCollectionUnitTest': 'subsetAnnotations' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.tools.funcotator","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\funcotator\FuncotatorIntegrationTest.java","3","1265","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"2","org.broadinstitute.hellbender.tools.funcotator","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\funcotator\FuncotatorIntegrationTest.java","3","1266","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"3","org.broadinstitute.hellbender.tools.funcotator","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\funcotator\FuncotatorIntegrationTest.java","3","1272","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"4","org.broadinstitute.hellbender.tools.funcotator","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\funcotator\FuncotatorIntegrationTest.java","3","1273","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"5","org.broadinstitute.hellbender.tools.funcotator","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\funcotator\FuncotatorIntegrationTest.java","4","1487","Unnecessary qualifier 'com.google.common.collect': 'Sets' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.tools.funcotator.dataSources.gencode","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\funcotator\dataSources\gencode\DataProviderForSnpsOnMuc16.java","3","11","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","org.broadinstitute.hellbender.tools.spark.pathseq","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\spark\pathseq\PSScorerTest.java","3","52","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"2","org.broadinstitute.hellbender.tools.spark.pathseq","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\spark\pathseq\PSScorerTest.java","3","55","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"3","org.broadinstitute.hellbender.tools.spark.pathseq","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\spark\pathseq\PSScorerTest.java","3","58","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"4","org.broadinstitute.hellbender.tools.spark.pathseq","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\spark\pathseq\PSScorerTest.java","3","61","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"5","org.broadinstitute.hellbender.tools.spark.pathseq","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\spark\pathseq\PSScorerTest.java","3","77","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"6","org.broadinstitute.hellbender.tools.spark.pathseq","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\spark\pathseq\PSScorerTest.java","3","79","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"7","org.broadinstitute.hellbender.tools.spark.pathseq","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\spark\pathseq\PSScorerTest.java","3","595","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.broadinstitute.hellbender.tools.spark.pathseq","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\spark\pathseq\PSTreeUnitTest.java","3","50","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","org.broadinstitute.hellbender.tools.spark.pathseq","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\spark\pathseq\PSTreeUnitTest.java","3","55","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"3","org.broadinstitute.hellbender.tools.spark.pathseq","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\spark\pathseq\PSTreeUnitTest.java","3","60","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"4","org.broadinstitute.hellbender.tools.spark.pathseq","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\spark\pathseq\PSTreeUnitTest.java","3","65","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"5","org.broadinstitute.hellbender.tools.spark.pathseq","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\spark\pathseq\PSTreeUnitTest.java","3","70","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"6","org.broadinstitute.hellbender.tools.spark.pathseq","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\spark\pathseq\PSTreeUnitTest.java","3","88","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"7","org.broadinstitute.hellbender.tools.spark.pathseq","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\spark\pathseq\PSTreeUnitTest.java","3","99","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"8","org.broadinstitute.hellbender.tools.spark.pathseq","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\spark\pathseq\PSTreeUnitTest.java","3","190","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"9","org.broadinstitute.hellbender.tools.spark.pathseq","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\spark\pathseq\PSTreeUnitTest.java","3","195","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"10","org.broadinstitute.hellbender.tools.spark.pathseq","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\spark\pathseq\PSTreeUnitTest.java","3","200","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"11","org.broadinstitute.hellbender.tools.spark.pathseq","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\spark\pathseq\PSTreeUnitTest.java","3","214","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"12","org.broadinstitute.hellbender.tools.spark.pathseq","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\spark\pathseq\PSTreeUnitTest.java","3","219","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"13","org.broadinstitute.hellbender.tools.spark.pathseq","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\spark\pathseq\PSTreeUnitTest.java","3","224","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"14","org.broadinstitute.hellbender.tools.spark.pathseq","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\spark\pathseq\PSTreeUnitTest.java","3","238","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"15","org.broadinstitute.hellbender.tools.spark.pathseq","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\spark\pathseq\PSTreeUnitTest.java","3","243","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"16","org.broadinstitute.hellbender.tools.spark.pathseq","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\spark\pathseq\PSTreeUnitTest.java","3","263","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"17","org.broadinstitute.hellbender.tools.spark.pathseq","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\spark\pathseq\PSTreeUnitTest.java","3","282","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"18","org.broadinstitute.hellbender.tools.spark.pathseq","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\spark\pathseq\PSTreeUnitTest.java","3","317","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.broadinstitute.hellbender.tools.spark.sv.evidence","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\spark\sv\evidence\FindBreakpointEvidenceSparkUnitTest.java","3","212","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.broadinstitute.hellbender.tools.spark.sv.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\spark\sv\utils\SVContextUnitTest.java","3","210","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","org.broadinstitute.hellbender.tools.spark.sv.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\spark\sv\utils\SVContextUnitTest.java","3","211","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.broadinstitute.hellbender.tools.sv","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\sv\SVTestUtils.java","4","28","Unnecessary qualifier 'SVTestUtils': 'hg38Dict' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"2","org.broadinstitute.hellbender.tools.sv","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\sv\SVTestUtils.java","4","40","Unnecessary qualifier 'SVTestUtils': 'hg38Dict' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.tools.walkers","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\walkers\GenotypeGVCFsIntegrationTest.java","4","470","Unnecessary qualifier 'java.io': 'IOException' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.tools.walkers.haplotypecaller","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\walkers\haplotypecaller\AssemblyBasedCallerUtilsUnitTest.java","3","302","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"2","org.broadinstitute.hellbender.tools.walkers.haplotypecaller","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\walkers\haplotypecaller\AssemblyBasedCallerUtilsUnitTest.java","3","304","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"1","org.broadinstitute.hellbender.tools.walkers.haplotypecaller.graphs","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\walkers\haplotypecaller\graphs\SeqGraphUnitTest.java","3","408","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"1","org.broadinstitute.hellbender.tools.walkers.readorientation","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\walkers\readorientation\LearnReadOrientationModelEngineUnitTest.java","3","318","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","org.broadinstitute.hellbender.tools.walkers.readorientation","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\walkers\readorientation\LearnReadOrientationModelEngineUnitTest.java","3","373","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"3","org.broadinstitute.hellbender.tools.walkers.readorientation","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\walkers\readorientation\LearnReadOrientationModelEngineUnitTest.java","3","381","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.broadinstitute.hellbender.tools.walkers.validation","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\walkers\validation\ConcordanceIntegrationTest.java","4","239","Unnecessary qualifier 'java.lang': 'NullPointerException' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.tools.walkers.varianteval","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\walkers\varianteval\VariantEvalEngineUnitTest.java","3","66","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"1","org.broadinstitute.hellbender.tools.walkers.vqsr","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\walkers\vqsr\VariantRecalibratorIntegrationTest.java","4","344","Unnecessary qualifier 'java.lang': 'String' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.tools.walkers.vqsr","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\walkers\vqsr\VariantRecalibratorModelOutputUnitTest.java","3","164","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"2","org.broadinstitute.hellbender.tools.walkers.vqsr","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\tools\walkers\vqsr\VariantRecalibratorModelOutputUnitTest.java","3","166","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"1","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\BaseUtilsUnitTest.java","3","108","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\BaseUtilsUnitTest.java","3","124","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\ClassUtilsUnitTest.java","3","69","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\GenomeLocSortedSetUnitTest.java","4","284","Unnecessary qualifier 'GenomeLocSortedSetUnitTest': 'NUMBER_OF_CHROMOSOMES' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"2","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\GenomeLocSortedSetUnitTest.java","4","288","Unnecessary qualifier 'GenomeLocSortedSetUnitTest': 'CHROMOSOME_SIZE' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"3","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\GenomeLocSortedSetUnitTest.java","4","292","Unnecessary qualifier 'GenomeLocSortedSetUnitTest': 'NUMBER_OF_CHROMOSOMES' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\IntervalUtilsUnitTest.java","3","1507","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\IntervalUtilsUnitTest.java","3","1514","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\MathUtilsUnitTest.java","4","202","Unnecessary qualifier 'Math': 'log10' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"2","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\MathUtilsUnitTest.java","4","319","Unnecessary qualifier 'Math': 'log10' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"3","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\MathUtilsUnitTest.java","4","495","Unnecessary qualifier 'Math': 'log10' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"4","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\MathUtilsUnitTest.java","4","496","Unnecessary qualifier 'Math': 'log10' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
